id,picking_id:id,name,product_qty,product_id:id,product_uom:id,location_id:id,location_dest_id:id
stock_move_so_colissimo_6MA2,stock_picking_so_colissimo_6MA2,_,3,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA3,stock_picking_so_colissimo_6MA3,_,4,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA4,stock_picking_so_colissimo_6MA4,_,1,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA5,stock_picking_so_colissimo_6MA5,_,2,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA6,stock_picking_so_colissimo_6MA6,_,2,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA7,stock_picking_so_colissimo_6MA7,_,3,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA8,stock_picking_so_colissimo_6MA8,_,4,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MA9,stock_picking_so_colissimo_6MA9,_,1,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB0,stock_picking_so_colissimo_6MB0,_,1,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB1,stock_picking_so_colissimo_6MB1,_,2,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB2,stock_picking_so_colissimo_6MB2,_,3,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB3,stock_picking_so_colissimo_6MB3,_,4,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB4,stock_picking_so_colissimo_6MB4,_,1,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB5,stock_picking_so_colissimo_6MB5,_,2,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB6,stock_picking_so_colissimo_6MB6,_,2,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB7,stock_picking_so_colissimo_6MB7,_,3,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB8,stock_picking_so_colissimo_6MB8,_,4,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
stock_move_so_colissimo_6MB9,stock_picking_so_colissimo_6MB9,_,1,delivery_carrier_colipostefr.product_colissimo_small,product.product_uom_unit,stock.stock_location_stock,stock.stock_location_customers
